title,description,genre,type,poster_url,predicted_emotions,tone_tags
On the Verge,"Four women â a chef, a single mom, an heiress and a job seeker â dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.","TV Comedies, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/plN3s9SzplgkFX4kT93ZWIOoCSB.jpg,['neutral'],[]
Tobot Galaxy Detectives,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",Kids' TV,TV Show,https://image.tmdb.org/t/p/w500/wX6g2XRuTCVWgiQGFzJimphwoWb.jpg,['neutral'],[]
Untold: Breaking Point,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.","Documentaries, Sports Movies",Movie,https://image.tmdb.org/t/p/w500/a8VCNVOYDgXFR7kZ9xz63uEcczg.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
Countdown: Inspiration4 Mission to Space,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.","Docuseries, Science & Nature TV",TV Show,https://image.tmdb.org/t/p/w500/e4o6pOY136iDJN4IFvESltHa5to.jpg,['neutral'],[]
Shadow Parties,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,"Dramas, International Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/uRQ7ez1HdSI0j4jSriYVtsKHnPG.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
Tayo the Little Bus,"As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.","Kids' TV, Korean TV Shows",TV Show,https://image.tmdb.org/t/p/w500/ieUwI8Y8FhhFNWVOwau0gDoHPnj.jpg,['excitement'],['Uplifting']
Angamaly Diaries,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.","Action & Adventure, Comedies, Dramas",Movie,https://image.tmdb.org/t/p/w500/fwxgQakS3vUQIzgJMphQWHxAqr2.jpg,['realization'],[]
Bunk'd,"The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.","Kids' TV, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/at3gMIGpvoofKMgmsnhVFgmBnAe.jpg,['neutral'],[]
A Champion Heart,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.","Children & Family Movies, Dramas",Movie,https://image.tmdb.org/t/p/w500/1czsAXl9sGD5eS7LlaA6qC7mihZ.jpg,"['caring', 'sadness']","['Bittersweet', 'Wholesome', 'Melancholic']"
Dive Club,"On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.","Kids' TV, TV Dramas, Teen TV Shows",TV Show,https://image.tmdb.org/t/p/w500/n0pmXgbBepjIcE93g5OeqdCfZ60.jpg,['neutral'],[]
La casa de papel,Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV Show,https://image.tmdb.org/t/p/w500/reEMJA1uzscCbkpeRJeTT2bjqUp.jpg,['neutral'],[]
Money Heist: From Tokyo to Berlin,"The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.","Docuseries, International TV Shows, Spanish-Language TV Shows",TV Show,https://image.tmdb.org/t/p/w500/7YuQcbPXgk6CP75TOeCY4VGkJgt.jpg,['neutral'],[]
Sharkdog,"Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.",Kids' TV,TV Show,https://image.tmdb.org/t/p/w500/cdkeBd7XZ6CmSE1a36rGG4bjqbb.jpg,"['approval', 'neutral']",[]
Worth,"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",Dramas,Movie,https://image.tmdb.org/t/p/w500/1brDOGYaNFncyj4nCtiNHGNRlBf.jpg,['neutral'],[]
Afterlife of the Party,Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,"Comedies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/1bkcOEt4zvc5tBl6xFxTbkSqhEQ.jpg,['neutral'],[]
Anjaam,"A wealthy industrialistâs dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.","Dramas, International Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/6alkinXDEMx8S2DT61QypIKPlRJ.jpg,['anger'],[]
Bright Star,This drama details the passionate three-year romance between Romantic poet John Keats â who died tragically at age 25 â and his great love and muse.,"Dramas, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/csN6y4nq2kaBiegHaGw0DGp4plf.jpg,['neutral'],[]
Dhanak,A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.,"Comedies, Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/7mBn8XwMkx2HlNtIRhZE5SIfAwl.jpg,['neutral'],[]
Final Account,This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,Documentaries,Movie,https://image.tmdb.org/t/p/w500/b8LYTQnsppdRGxzkYmd94ZtWzfj.jpg,['neutral'],[]
Gurgaon,"When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems â and plans â of his own.","Dramas, International Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/4JI2ghMz3tP5bC96rxpQUluMvfg.jpg,['neutral'],[]
Here and There,"After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.","Dramas, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/v8t2xYjHPC7A7zWDSGM7JHseig4.jpg,['realization'],[]
Heroes of Goo Jit Zu,"After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers.","Kids' TV, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/zX5K7boEG2hlzeTt4rMSoaGnOpB.jpg,['neutral'],[]
Hotel Del Luna,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.","International TV Shows, Romantic TV Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/8bizZsXoAsOTbhyFKfBogC8mgG2.jpg,['neutral'],[]
In the Cut,"After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.",Thrillers,Movie,https://image.tmdb.org/t/p/w500/edIBlovhL3XozZzENXcFajGJw4A.jpg,['neutral'],[]
Luv Kushh,"Based on the last book of the epic Ramayana, this series follows the endeavors and adventures of Lord Ramaâs twin sons through their childhood.",Kids' TV,TV Show,,['neutral'],[]
Pororo - The Little Penguin,"On a tiny island, Pororo the penguin has fun adventures with his friends Eddy the fox, Loopy the beaver, Poby the polar bear and Crong the dinosaur.","Kids' TV, Korean TV Shows",TV Show,https://image.tmdb.org/t/p/w500/oD2r5c3IG4C6RDx847tG8OtLutK.jpg,"['joy', 'neutral']","['Uplifting', 'Bittersweet', 'Wholesome', 'Gentle Humor']"
Q-Force,"A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywoodâ¦ tomorrow, the world!","Crime TV Shows, TV Action & Adventure, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/30m8oSz46yESF57ihmWMIwneG7d.jpg,"['disappointment', 'neutral']",['Bittersweet']
Shikara,A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,"Dramas, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/ncLh2MnAWX7cJVwxIo8TY6uI37U.jpg,['neutral'],[]
A Cinderella Story,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,"Children & Family Movies, Comedies",Movie,https://image.tmdb.org/t/p/w500/ukwP7gDPWxj1R1dW5iN3mnxkL3D.jpg,['neutral'],[]
Agatha Christie's Crooked House,"When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family.","Dramas, International Movies, Thrillers",Movie,,['neutral'],[]
An Unfinished Life,"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.",Dramas,Movie,https://image.tmdb.org/t/p/w500/7ugLG1yF1l8HWYhmdmHHSC3kJ8b.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
Barbie Big City Big Dreams,"At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends.","Children & Family Movies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/jeggetf6lrd0dhtcbqJH75Sik4K.jpg,['neutral'],[]
Blade Runner: The Final Cut,"In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants.""","Action & Adventure, Classic Movies, Cult Movies",Movie,https://image.tmdb.org/t/p/w500/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,['neutral'],[]
Brave Animated Series,A group of superheroes sets out to rid the world of evil â only to realize they may not be standing on the side of justice. Based on a popular comic.,"International TV Shows, TV Action & Adventure, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/vXr5F7f3Amqjf60OxMybREcTBjo.jpg,['realization'],[]
Chappie,"In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.","Action & Adventure, Sci-Fi & Fantasy",Movie,https://image.tmdb.org/t/p/w500/uuDUpzlMFomdSfNWlpEPS9nVZWV.jpg,['neutral'],[]
Clear and Present Danger,"When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.","Action & Adventure, Dramas",Movie,https://image.tmdb.org/t/p/w500/6xTM8FPxrLRYwz6I3fqtwh7xybs.jpg,['neutral'],[]
Cliffhanger,"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",Action & Adventure,Movie,https://image.tmdb.org/t/p/w500/8v2nPPLvhEVlfXu08UZ0djK31be.jpg,['neutral'],[]
Cold Mountain,"This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm.","Dramas, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/j0AJeeR5CQPDFh0otyWyCWREHO8.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
Crocodile Dundee in Los Angeles,"When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel.","Action & Adventure, Comedies",Movie,https://image.tmdb.org/t/p/w500/hwt6iJjPuXRDKJON5s9G9pdfPbu.jpg,['neutral'],[]
Dear John,"While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.","Dramas, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/vhGaPWw6UtXFKEtFfdQ0ZrtjSib.jpg,"['sadness', 'neutral']","['Bittersweet', 'Melancholic']"
Do the Right Thing,"On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy.","Classic Movies, Comedies, Dramas",Movie,https://image.tmdb.org/t/p/w500/63rmSDPahrH7C1gEFYzRuIBAN9W.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
"El patrÃ³n, radiografÃ­a de un crimen",A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.,"Dramas, International Movies, Thrillers",Movie,,['neutral'],[]
Extraction,"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",Action & Adventure,Movie,https://image.tmdb.org/t/p/w500/aAU27tuWBrIcOhxLyxd1QgFgXSi.jpg,['neutral'],[]
Freedom Writers,"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.",Dramas,Movie,https://image.tmdb.org/t/p/w500/81AdeUQT99N0xPg3j6RVh0YGOTk.jpg,['neutral'],[]
Green Lantern,Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.,"Action & Adventure, Sci-Fi & Fantasy",Movie,https://image.tmdb.org/t/p/w500/fj21HwUprqjjwTdkKC1XZurRSpV.jpg,['neutral'],[]
House Party,"Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another.","Comedies, Cult Movies",Movie,https://image.tmdb.org/t/p/w500/hmUsEUI7RdgvTznkLCNSOHnjU4O.jpg,['disappointment'],['Bittersweet']
House Party 2,"Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash.","Comedies, Cult Movies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/4iKDkzUZtS6vzINfbwYHAb1bNbA.jpg,['neutral'],[]
House Party 3,"After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications.","Comedies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/jLUgvHO3vVLkzKs3OcYksGPbLnA.jpg,"['disappointment', 'neutral']",['Bittersweet']
How to Be a Cowboy,"Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive â and now he's teaching the world how to cowboy right, ol' son.",Reality TV,TV Show,https://image.tmdb.org/t/p/w500/kJjlR9PPU4vIUI1rzqXlKSD3oaO.jpg,['neutral'],[]
HQ Barbers,"When a family run barber shop in the heart of Lagos is threatened by real estate developers, they'll do whatever it takes to stay in business.",TV Shows,TV Show,https://image.tmdb.org/t/p/w500/d6JdMm0tRxkZKhuhfkVAETVAgPd.jpg,['optimism'],"['Uplifting', 'Redemptive']"
I Got the Hook Up,"After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van.","Action & Adventure, Comedies",Movie,https://image.tmdb.org/t/p/w500/u8kdtt80gFiqGKLTdQqdGWy9FfZ.jpg,['neutral'],[]
In Too Deep,"Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder.",Thrillers,Movie,https://image.tmdb.org/t/p/w500/s8FcpPA3dgjQYKpj2UD8a4z0U8i.jpg,['neutral'],[]
Initial D,"By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.","Action & Adventure, International Movies",Movie,https://image.tmdb.org/t/p/w500/CMG53GMx0OFFmF4dzhlFuebarq.jpg,['neutral'],[]
Janoskians: Untold and Untrue,Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.,Comedies,Movie,https://image.tmdb.org/t/p/w500/uNuP475ocVGGuqD7lWH0e2hP8s7.jpg,"['approval', 'neutral']",[]
