title,type,genre,tags,mood_tag,mood_tag_standard,source
House Party 3,Movie,"Comedies, Music & Musicals","After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications.",joy,Happy,Netflix
How to Be a Cowboy,TV Show,Reality TV,"Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive â and now he's teaching the world how to cowboy right, ol' son.",neutral,Neutral,Netflix
HQ Barbers,TV Show,TV Shows,"When a family run barber shop in the heart of Lagos is threatened by real estate developers, they'll do whatever it takes to stay in business.",fear,Anxious,Netflix
I Got the Hook Up,Movie,"Action & Adventure, Comedies","After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van.",disgust,Stressed,Netflix
In Too Deep,Movie,Thrillers,"Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder.",neutral,Neutral,Netflix
Initial D,Movie,"Action & Adventure, International Movies","By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.",disgust,Stressed,Netflix
Janoskians: Untold and Untrue,Movie,Comedies,Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.,neutral,Neutral,Netflix
Kid-E-Cats,TV Show,Kids' TV,"Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning.",Excited,Excited,Netflix
Kuroko's Basketball,TV Show,"Anime Series, International TV Shows, Teen TV Shows","Five middle school basketball stars went to separate high schools, and now Tetsuya Kuroko and Seirin High are making their play for glory.",neutral,Neutral,Netflix
Labyrinth,Movie,"Action & Adventure, Children & Family Movies, Cult Movies","In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin.",fear,Anxious,Netflix
Letters to Juliet,Movie,"Comedies, Dramas, Romantic Movies","By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance.",disgust,Stressed,Netflix
Level 16,Movie,"Sci-Fi & Fantasy, Thrillers","In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.",fear,Anxious,Netflix
Love Don't Cost a Thing,Movie,"Comedies, Romantic Movies",A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.,disgust,Stressed,Netflix
Love in a Puff,Movie,"Comedies, Dramas, International Movies","When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections.",neutral,Neutral,Netflix
Major Dad,TV Show,TV Comedies,"When he marries a journalist and becomes stepdad to her daughters, a U.S. Marine finds his once-orderly life no longer entirely under his command.",disgust,Stressed,Netflix
Mars Attacks!,Movie,"Comedies, Cult Movies, Sci-Fi & Fantasy","As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace.",neutral,Neutral,Netflix
Marshall,Movie,Dramas,"This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer.",neutral,Neutral,Netflix
My Boss's Daughter,Movie,"Comedies, Romantic Movies","A young man house-sits for his mean boss, hoping to use it as an opportunity to win the heart of the boss's daughter, on whom he's long had a crush.",disgust,Stressed,Netflix
Mystery Men,Movie,"Action & Adventure, Comedies",A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.,neutral,Neutral,Netflix
Oldsters,TV Show,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.,neutral,Neutral,Netflix
Once Upon a Time in America,Movie,"Classic Movies, Dramas",Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.,neutral,Neutral,Netflix
Open Season 2,Movie,"Children & Family Movies, Comedies",Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.,neutral,Neutral,Netflix
Osmosis Jones,Movie,"Action & Adventure, Children & Family Movies, Comedies",Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.,neutral,Neutral,Netflix
Poseidon,Movie,"Action & Adventure, Dramas","A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",Tense,Stressed,Netflix
Rhyme & Reason,Movie,"Documentaries, Music & Musicals","The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts.",neutral,Neutral,Netflix
Same Kind of Different as Me,Movie,"Dramas, Faith & Spirituality",A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.,neutral,Neutral,Netflix
School of Rock,Movie,"Comedies, Music & Musicals","Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll.",neutral,Neutral,Netflix
Snervous Tyler Oakley,Movie,"Documentaries, LGBTQ Movies","The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour.",neutral,Neutral,Netflix
Tears of the Sun,Movie,"Action & Adventure, Dramas","A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.",fear,Anxious,Netflix
The Blue Lagoon,Movie,"Dramas, Romantic Movies","Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise.",Happy,Happy,Netflix
The Golden Child,Movie,"Action & Adventure, Comedies",A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.,fear,Anxious,Netflix
The Guns of Navarone,Movie,"Action & Adventure, Classic Movies","During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel.",fear,Anxious,Netflix
The Interview,Movie,"Action & Adventure, Comedies",Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.,Happy,Happy,Netflix
The Nutty Professor,Movie,"Comedies, Romantic Movies","After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance.",disgust,Stressed,Netflix
The Nutty Professor II: The Klumps,Movie,"Comedies, Romantic Movies","After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.",Happy,Happy,Netflix
Turning Point: 9/11 and the War on Terror,TV Show,Docuseries,"This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.",fear,Anxious,Netflix
Welcome Home Roscoe Jenkins,Movie,Comedies,"R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become.",neutral,Neutral,Netflix
In the Line of Fire,Movie,"Action & Adventure, Classic Movies",A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.,fear,Anxious,Netflix
Sparking Joy,TV Show,Reality TV,"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life â and shares her own world.",joy,Happy,Netflix
Untold: Crime & Penalties,Movie,"Documentaries, Sports Movies","They were the bad boys of hockey â a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.",disgust,Stressed,Netflix
Hometown Cha-Cha-Cha,TV Show,"International TV Shows, Romantic TV Shows, TV Comedies","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",neutral,Neutral,Netflix
The Ingenuity of the Househusband,TV Show,"International TV Shows, TV Comedies",A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.,joy,Happy,Netflix
2 Alone in Paris,Movie,"Comedies, International Movies","A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",fear,Anxious,Netflix
Bread Barbershop,TV Show,"Kids' TV, TV Comedies","In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.",neutral,Neutral,Netflix
Thimmarusu,Movie,"Dramas, International Movies","Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit.",anger,Stressed,Netflix
Wind River,Movie,"Dramas, Independent Movies",A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.,neutral,Neutral,Netflix
C Kkompany,Movie,"Action & Adventure, Comedies, International Movies","Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous.",neutral,Neutral,Netflix
